                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.77062,                0.60205,                 1.0225,                0.93988,                0.90816,                0.94503,                0.78098,                0.69776,                0.59523,                0.99961,              0.0018746,              0.0018746,              0.0018746
                     21,                0.79573,                0.62672,                 1.0673,                0.96811,                0.92938,                0.97538,                 0.8197,                0.65041,                0.52108,                0.96657,               0.001868,               0.001868,               0.001868
                     22,                 0.7843,                0.65069,                 1.0362,                0.96475,                0.83784,                0.88866,                0.75886,                0.73282,                0.99876,                 1.0232,              0.0018614,              0.0018614,              0.0018614
                     23,                 0.7194,                0.55871,                 1.0146,                0.96936,                0.96854,                0.97845,                0.81595,                0.64778,                0.51317,                 1.0063,              0.0018548,              0.0018548,              0.0018548
                     24,                0.72989,                0.55979,                 1.0253,                0.97192,                0.91837,                0.95538,                0.82743,                0.57687,                0.58486,                0.93417,              0.0018482,              0.0018482,              0.0018482
                     25,                0.77484,                 0.5802,                 1.0351,                0.97893,                0.94806,                0.97081,                0.80761,                0.68332,                0.52047,                0.98575,              0.0018416,              0.0018416,              0.0018416
                     26,                0.76132,                0.55266,                 1.0402,                0.96865,                0.94574,                 0.9726,                0.83682,                0.61931,                0.47924,                0.94432,               0.001835,               0.001835,               0.001835
                     27,                0.72351,                0.55574,                 1.0336,                0.97929,                0.96519,                0.97515,                0.84406,                 0.5756,                0.46778,                0.94342,              0.0018284,              0.0018284,              0.0018284
                     28,                0.72455,                0.52782,                 1.0067,                 0.9526,                0.94898,                0.96379,                0.82306,                0.62767,                0.54187,                0.95325,              0.0018218,              0.0018218,              0.0018218
                     29,                0.70349,                0.54197,                 1.0039,                0.99835,                0.92857,                0.98164,                 0.8646,                0.52916,                0.43912,                0.92794,              0.0018152,              0.0018152,              0.0018152
                     30,                0.71139,                0.50875,                 1.0396,                0.98908,                0.92416,                0.97813,                0.83988,                 0.5674,                0.45283,                0.93241,              0.0018086,              0.0018086,              0.0018086
                     31,                0.69811,                0.50724,                 1.0033,                 0.9562,                0.97959,                0.98322,                0.84167,                0.62478,                0.45006,                0.95892,               0.001802,               0.001802,               0.001802
                     32,                 0.7586,                0.54364,                 1.0608,                0.99976,                0.93878,                0.97107,                0.84482,                0.58281,                0.45884,                0.93355,              0.0017954,              0.0017954,              0.0017954
                     33,                0.71747,                0.52281,                 1.0116,                0.96981,                0.94898,                0.98191,                0.86695,                0.57866,                0.45465,                0.95007,              0.0017888,              0.0017888,              0.0017888
                     34,                0.68302,                0.51309,                0.99481,                0.93941,                0.95918,                0.97823,                0.86008,                0.56556,                0.44438,                0.93194,              0.0017822,              0.0017822,              0.0017822
                     35,                0.67916,                0.50524,                 1.0001,                0.95752,                0.95918,                0.97245,                0.84212,                0.58891,                0.46004,                0.93924,              0.0017756,              0.0017756,              0.0017756
                     36,                0.67327,                0.51603,                0.98208,                 0.9769,                0.93878,                 0.9768,                0.83569,                0.58994,                0.45624,                0.93833,               0.001769,               0.001769,               0.001769
                     37,                0.70629,                0.51915,                  1.012,                0.97866,                0.93878,                0.97337,                0.83983,                0.58303,                0.46548,                0.94432,              0.0017624,              0.0017624,              0.0017624
                     38,                0.68143,                0.49858,                 1.0052,                0.96802,                0.95918,                0.98418,                0.86191,                0.57454,                0.41235,                0.93637,              0.0017558,              0.0017558,              0.0017558
                     39,                 0.6738,                0.48991,                 0.9938,                0.95986,                0.97596,                0.98201,                0.85814,                0.58584,                0.43154,                0.94784,              0.0017492,              0.0017492,              0.0017492
                     40,                0.65078,                0.47621,                0.99154,                0.96932,                0.96716,                0.98304,                0.84853,                0.56984,                0.40751,                0.94687,              0.0017426,              0.0017426,              0.0017426
                     41,                0.65073,                0.46003,                0.97498,                0.97933,                0.96697,                0.97803,                0.85541,                0.54868,                0.40479,                0.93681,               0.001736,               0.001736,               0.001736
                     42,                0.67324,                0.45956,                 1.0048,                0.98957,                0.96782,                0.97694,                0.85853,                0.54671,                0.43379,                0.94314,              0.0017294,              0.0017294,              0.0017294
                     43,                0.63851,                0.45327,                0.97839,                0.96848,                0.94046,                0.98225,                0.86052,                0.51665,                0.42703,                0.90853,              0.0017228,              0.0017228,              0.0017228
                     44,                0.64693,                0.46772,                0.97821,                0.98931,                0.94412,                0.97624,                0.85625,                0.54312,                0.43072,                0.90711,              0.0017162,              0.0017162,              0.0017162
                     45,                0.64572,                0.47447,                0.95928,                0.97708,                0.95918,                 0.9746,                0.86374,                0.51796,                0.41912,                0.90133,              0.0017096,              0.0017096,              0.0017096
                     46,                0.62968,                0.48991,                0.98526,                0.95913,                0.95787,                0.97973,                0.85746,                0.56574,                0.40565,                0.94157,               0.001703,               0.001703,               0.001703
                     47,                0.66796,                 0.4805,                 0.9878,                0.93519,                0.95918,                0.97185,                0.82855,                0.62054,                 0.4785,                0.96419,              0.0016964,              0.0016964,              0.0016964
                     48,                0.66896,                 0.4622,                0.98322,                0.97893,                0.94835,                0.97137,                0.84718,                0.57796,                0.47494,                0.93742,              0.0016898,              0.0016898,              0.0016898
                     49,                 0.6356,                 0.4441,                0.96743,                0.98807,                0.95918,                0.98161,                0.85065,                0.54729,                0.40802,                0.91708,              0.0016832,              0.0016832,              0.0016832
                     50,                 0.6394,                0.46981,                0.96846,                0.99171,                0.95918,                0.98318,                0.86388,                0.53209,                0.39813,                0.92829,              0.0016766,              0.0016766,              0.0016766
                     51,                0.60918,                0.44194,                0.97112,                0.96859,                0.96939,                0.97445,                0.85353,                0.53647,                 0.4064,                0.91956,                0.00167,                0.00167,                0.00167
                     52,                 0.6273,                0.44275,                0.98013,                0.97894,                0.94886,                0.97921,                0.86363,                0.54058,                0.42322,                0.92475,              0.0016634,              0.0016634,              0.0016634
                     53,                0.59089,                0.42384,                0.93065,                0.97913,                0.95738,                0.97396,                0.86741,                0.52037,                0.40375,                0.90886,              0.0016568,              0.0016568,              0.0016568
                     54,                0.58739,                0.42683,                0.94857,                0.97914,                0.95779,                0.97067,                0.87215,                0.49677,                  0.427,                0.90454,              0.0016502,              0.0016502,              0.0016502
                     55,                0.58244,                0.39737,                0.94918,                0.97866,                0.94898,                0.97603,                0.87369,                0.49132,                0.42024,                0.90813,              0.0016436,              0.0016436,              0.0016436
                     56,                0.62488,                0.43047,                0.93974,                0.97712,                0.94898,                0.98025,                0.84491,                0.57142,                0.42535,                0.93701,               0.001637,               0.001637,               0.001637
                     57,                0.65224,                0.45958,                0.96117,                0.96623,                0.94898,                0.97395,                0.84602,                0.59221,                0.45122,                0.94628,              0.0016304,              0.0016304,              0.0016304
                     58,                0.63173,                0.43619,                0.97402,                 0.9585,                0.96939,                0.98104,                0.84522,                0.57721,                0.42298,                0.94707,              0.0016238,              0.0016238,              0.0016238
                     59,                0.63246,                 0.4412,                0.97008,                0.95907,                0.95638,                0.96682,                0.84109,                0.60469,                0.43646,                0.95533,              0.0016172,              0.0016172,              0.0016172
                     60,                0.60655,                0.45907,                0.94026,                0.93416,                0.95918,                0.96843,                0.85249,                0.54831,                0.46294,                0.92975,              0.0016106,              0.0016106,              0.0016106
                     61,                0.57102,                0.43851,                0.93691,                0.97589,                0.93878,                0.97667,                0.86265,                0.53497,                0.41935,                0.92484,               0.001604,               0.001604,               0.001604
                     62,                0.58592,                0.41772,                0.92523,                0.96807,                0.96939,                0.98823,                0.88078,                0.50943,                 0.3669,                0.90596,              0.0015974,              0.0015974,              0.0015974
                     63,                0.62072,                0.44215,                0.95235,                 0.9501,                0.97151,                0.99041,                0.88195,                0.50852,                0.39094,                0.91031,              0.0015908,              0.0015908,              0.0015908
                     64,                0.58275,                0.41013,                0.93555,                0.98418,                0.95918,                0.97647,                0.88619,                0.48648,                 0.4268,                0.90399,              0.0015842,              0.0015842,              0.0015842
                     65,                 0.5659,                0.39007,                0.91248,                0.95837,                0.95918,                0.97786,                0.88605,                0.48273,                  0.379,                0.90229,              0.0015776,              0.0015776,              0.0015776
                     66,                 0.5801,                0.40374,                  0.928,                0.96726,                0.96939,                0.98115,                0.88224,                0.51234,                0.36968,                0.91691,               0.001571,               0.001571,               0.001571
                     67,                0.57253,                0.38669,                  0.946,                0.96448,                0.95918,                 0.9817,                0.86258,                 0.5357,                0.36627,                0.92388,              0.0015644,              0.0015644,              0.0015644
                     68,                0.59584,                0.42034,                 0.9533,                 0.9777,                0.97959,                0.98571,                0.87682,                0.52995,                0.35955,                0.92101,              0.0015578,              0.0015578,              0.0015578
                     69,                0.56719,                0.39259,                0.93867,                0.97951,                0.97551,                0.98638,                0.88679,                0.51329,                0.35982,                0.91552,              0.0015512,              0.0015512,              0.0015512
                     70,                0.59278,                0.43284,                0.96623,                0.97928,                0.96443,                0.98521,                0.88934,                0.48771,                0.36139,                0.89909,              0.0015446,              0.0015446,              0.0015446
                     71,                0.56577,                0.40053,                0.93604,                0.98801,                0.94898,                0.98417,                0.87534,                0.52675,                0.37525,                0.92616,               0.001538,               0.001538,               0.001538
                     72,                0.55009,                0.38887,                0.92098,                0.98545,                0.93878,                0.97901,                0.88272,                0.48512,                0.36921,                 0.8981,              0.0015314,              0.0015314,              0.0015314
                     73,                0.57929,                0.42942,                0.94679,                0.96842,                0.96939,                0.97913,                0.87111,                0.50075,                0.38238,                0.89858,              0.0015248,              0.0015248,              0.0015248
                     74,                0.57225,                0.40705,                0.94646,                0.97543,                0.95918,                0.98069,                0.88734,                  0.477,                 0.3606,                0.89199,              0.0015182,              0.0015182,              0.0015182
                     75,                0.54592,                0.39172,                0.94969,                0.94779,                0.94898,                0.97358,                0.87801,                0.52258,                0.39606,                0.91627,              0.0015116,              0.0015116,              0.0015116
                     76,                0.56862,                0.39557,                0.94334,                0.98909,                0.92494,                0.97324,                0.86236,                0.51052,                0.38197,                0.90114,               0.001505,               0.001505,               0.001505
                     77,                0.55388,                0.40201,                0.92427,                0.95944,                0.96542,                0.97671,                 0.8752,                0.50615,                0.38939,                0.90994,              0.0014984,              0.0014984,              0.0014984
                     78,                0.55258,                0.41521,                0.92313,                0.97724,                0.94898,                0.97355,                0.86227,                 0.5137,                0.39224,                0.91677,              0.0014918,              0.0014918,              0.0014918
                     79,                0.56779,                 0.3947,                 0.9167,                0.96758,                0.96939,                0.98754,                0.88611,                0.48686,                0.37481,                0.89378,              0.0014852,              0.0014852,              0.0014852
                     80,                 0.5339,                0.37108,                0.92903,                      1,                0.93622,                0.98471,                0.88142,                0.50858,                0.38099,                0.90074,              0.0014786,              0.0014786,              0.0014786
                     81,                0.52702,                0.37275,                0.91268,                0.96755,                0.95918,                 0.9872,                0.88684,                0.48852,                0.36891,                0.89383,               0.001472,               0.001472,               0.001472
                     82,                0.55404,                0.38278,                0.92008,                0.97857,                0.94898,                0.98918,                0.88418,                 0.4906,                0.35718,                 0.8875,              0.0014654,              0.0014654,              0.0014654
                     83,                0.57044,                0.41421,                0.95132,                0.97952,                0.97627,                0.98409,                0.89899,                0.46446,                0.37669,                0.87566,              0.0014588,              0.0014588,              0.0014588
                     84,                0.54002,                0.36952,                 0.9179,                0.95836,                0.95918,                0.97897,                0.87633,                0.50128,                0.41786,                0.90442,              0.0014522,              0.0014522,              0.0014522
                     85,                0.52114,                0.38309,                0.91526,                0.97893,                0.94801,                0.98067,                0.88193,                0.47775,                0.40394,                0.90206,              0.0014456,              0.0014456,              0.0014456
                     86,                0.54544,                0.36514,                0.91848,                0.97864,                0.95918,                0.98579,                0.89102,                0.50064,                0.33416,                0.90369,               0.001439,               0.001439,               0.001439
                     87,                0.52549,                0.36611,                0.92416,                0.97957,                0.97831,                0.99044,                 0.8993,                0.46036,                0.31659,                0.89153,              0.0014324,              0.0014324,              0.0014324
                     88,                0.53008,                 0.3539,                0.92417,                0.96935,                0.96822,                 0.9903,                0.89906,                0.47702,                0.33463,                0.89712,              0.0014258,              0.0014258,              0.0014258
                     89,                0.53502,                0.37388,                0.92538,                0.95951,                0.96725,                0.98116,                0.89245,                0.48824,                0.39105,                0.90926,              0.0014192,              0.0014192,              0.0014192
                     90,                0.51203,                0.35559,                0.92725,                0.98728,                0.95918,                0.97526,                0.88051,                0.47532,                0.37644,                0.90668,              0.0014126,              0.0014126,              0.0014126
                     91,                0.51483,                 0.3761,                0.90482,                0.98541,                0.95918,                0.98588,                0.89284,                0.46793,                0.36885,                0.89352,               0.001406,               0.001406,               0.001406
                     92,                0.52869,                0.35385,                0.91716,                0.98526,                0.95918,                0.98422,                0.87922,                0.50368,                0.37062,                0.90534,              0.0013994,              0.0013994,              0.0013994
                     93,                0.50037,                0.34809,                0.90185,                0.98318,                0.94898,                0.98441,                0.90327,                  0.473,                0.37364,                0.89893,              0.0013928,              0.0013928,              0.0013928
                     94,                0.52687,                0.35649,                0.92404,                 0.9894,                0.95918,                0.98197,                0.88375,                0.50568,                0.33438,                0.90792,              0.0013862,              0.0013862,              0.0013862
                     95,                0.50085,                 0.3462,                0.92297,                 0.9778,                0.96939,                  0.989,                0.90544,                0.45302,                0.31666,                0.88686,              0.0013796,              0.0013796,              0.0013796
                     96,                0.50407,                0.34923,                0.90494,                0.98548,                0.95918,                0.98533,                0.89737,                0.48109,                0.32575,                0.88657,               0.001373,               0.001373,               0.001373
                     97,                0.50366,                0.34513,                0.90954,                0.96852,                0.96939,                0.98847,                0.90125,                0.51911,                0.35081,                0.91872,              0.0013664,              0.0013664,              0.0013664
                     98,                0.49144,                0.37727,                0.89218,                0.97091,                0.96939,                0.98453,                0.88746,                0.47578,                0.33068,                0.87845,              0.0013598,              0.0013598,              0.0013598
                     99,                0.49918,                0.36533,                0.90444,                0.98734,                0.94898,                0.97886,                0.90343,                0.45939,                0.37164,                0.86783,              0.0013532,              0.0013532,              0.0013532
                    100,                0.52242,                0.38168,                0.91267,                0.96912,                0.96939,                 0.9809,                 0.9013,                0.45431,                0.33089,                0.87438,              0.0013466,              0.0013466,              0.0013466
                    101,                0.50558,                0.36268,                0.92345,                0.96875,                0.96939,                0.98681,                0.89909,                 0.4768,                0.33658,                0.89465,                0.00134,                0.00134,                0.00134
                    102,                 0.5134,                0.34861,                0.91277,                0.96867,                0.96939,                 0.9873,                0.89446,                0.47412,                0.33367,                0.88253,              0.0013334,              0.0013334,              0.0013334
                    103,                0.50673,                0.36755,                  0.912,                0.98626,                0.96939,                0.98832,                0.90151,                0.47877,                0.34195,                0.87766,              0.0013268,              0.0013268,              0.0013268
                    104,                0.50625,                0.36567,                0.90179,                0.98694,                0.96939,                0.98544,                0.88561,                0.49475,                0.34212,                0.90711,              0.0013202,              0.0013202,              0.0013202
                    105,                0.50093,                0.36734,                0.90491,                0.98777,                0.95918,                0.98348,                0.89454,                0.48923,                0.34373,                 0.8837,              0.0013136,              0.0013136,              0.0013136
                    106,                0.56558,                0.38403,                0.93129,                0.95953,                0.96783,                0.98949,                0.90724,                0.44089,                0.33628,                0.87819,               0.001307,               0.001307,               0.001307
                    107,                0.48611,                 0.3493,                0.89781,                0.99664,                0.94898,                  0.977,                0.88869,                0.48471,                0.37956,                0.88677,              0.0013004,              0.0013004,              0.0013004
                    108,                0.53152,                0.39222,                0.91922,                0.97916,                0.95883,                0.97389,                0.88062,                0.46688,                0.37312,                0.87886,              0.0012938,              0.0012938,              0.0012938
                    109,                0.49163,                0.35282,                0.89892,                0.98542,                0.95918,                0.98406,                0.87998,                0.50632,                 0.3318,                0.89055,              0.0012872,              0.0012872,              0.0012872
                    110,                0.52595,                0.34643,                0.90545,                0.97784,                0.97959,                0.98348,                0.88451,                 0.5547,                0.34375,                0.90629,              0.0012806,              0.0012806,              0.0012806
                    111,                0.48458,                0.32829,                0.91051,                0.97954,                0.97688,                0.98859,                0.89806,                0.49019,                0.31988,                0.90201,               0.001274,               0.001274,               0.001274
                    112,                0.49407,                0.34234,                0.91366,                0.98204,                0.95918,                  0.984,                0.89335,                0.47086,                0.34883,                0.88926,              0.0012674,              0.0012674,              0.0012674
                    113,                0.48439,                 0.3486,                0.90837,                0.98968,                0.97902,                0.98891,                0.89866,                0.49037,                 0.3102,                0.89427,              0.0012608,              0.0012608,              0.0012608
                    114,                0.48932,                0.33441,                0.90139,                0.99276,                0.96939,                0.98786,                0.90333,                0.47594,                0.30764,                0.89106,              0.0012542,              0.0012542,              0.0012542
                    115,                0.48723,                0.34099,                0.90845,                0.99117,                0.97959,                0.98868,                0.90429,                0.47718,                0.29963,                0.89032,              0.0012476,              0.0012476,              0.0012476
                    116,                0.50005,                0.34081,                0.90869,                0.98524,                0.96939,                0.98772,                0.89515,                0.46214,                0.31315,                0.89242,               0.001241,               0.001241,               0.001241
                    117,                0.46578,                0.31943,                0.90351,                0.97876,                0.96939,                0.98819,                  0.905,                0.45356,                0.31684,                0.87405,              0.0012344,              0.0012344,              0.0012344
                    118,                0.47749,                0.33534,                0.89678,                0.97956,                0.97808,                0.98733,                0.91345,                0.43229,                0.31595,                0.88153,              0.0012278,              0.0012278,              0.0012278
                    119,                0.48613,                0.33477,                0.91064,                0.98821,                0.96939,                0.98882,                0.91057,                0.45078,                0.31451,                0.88092,              0.0012212,              0.0012212,              0.0012212
                    120,                0.48189,                0.33898,                0.92617,                0.96907,                0.97959,                0.98726,                0.90603,                  0.443,                0.29929,                0.88522,              0.0012146,              0.0012146,              0.0012146
                    121,                0.46324,                0.31453,                0.88918,                0.97906,                0.95445,                0.98618,                0.89854,                0.45856,                0.31572,                0.89099,               0.001208,               0.001208,               0.001208
                    122,                0.48301,                0.33512,                 0.8999,                0.97847,                0.97959,                 0.9898,                0.90328,                0.46709,                0.32496,                0.88953,              0.0012014,              0.0012014,              0.0012014
                    123,                0.47407,                 0.3385,                 0.8972,                 0.9883,                0.97959,                0.98819,                0.91256,                0.45055,                0.30986,                0.87624,              0.0011948,              0.0011948,              0.0011948
                    124,                0.45348,                0.32219,                0.88788,                0.96997,                0.98862,                 0.9894,                0.89781,                0.47105,                0.30164,                0.89029,              0.0011882,              0.0011882,              0.0011882
                    125,                0.48587,                0.32845,                0.90036,                0.98807,                0.97959,                0.98904,                0.89448,                0.44391,                0.30134,                0.87731,              0.0011816,              0.0011816,              0.0011816
                    126,                0.45369,                 0.3072,                0.89831,                0.97774,                0.97959,                0.98909,                0.89796,                0.45646,                0.30497,                0.88692,               0.001175,               0.001175,               0.001175
                    127,                0.47872,                0.33036,                0.90008,                0.98958,                 0.9687,                0.98875,                0.89902,                0.48598,                0.31039,                0.89112,              0.0011684,              0.0011684,              0.0011684
                    128,                0.47274,                0.32403,                0.88776,                0.99766,                0.97959,                  0.989,                0.92011,                0.44998,                 0.2984,                0.88346,              0.0011618,              0.0011618,              0.0011618
                    129,                0.46737,                0.32452,                0.89628,                0.98648,                0.97959,                 0.9913,                0.91124,                0.45693,                 0.2779,                0.89243,              0.0011552,              0.0011552,              0.0011552
                    130,                0.45042,                0.31107,                0.87693,                      1,                0.96573,                0.99274,                0.89487,                 0.4664,                0.27464,                0.90142,              0.0011486,              0.0011486,              0.0011486
                    131,                0.47636,                 0.3286,                 0.8815,                0.99842,                0.96939,                0.99298,                0.88727,                0.49665,                0.30425,                0.90376,               0.001142,               0.001142,               0.001142
                    132,                0.46397,                0.32988,                0.90462,                0.98977,                 0.9875,                0.99423,                0.89852,                0.49417,                0.30369,                0.89752,              0.0011354,              0.0011354,              0.0011354
                    133,                0.47017,                0.32786,                0.88157,                0.98749,                0.97959,                0.99122,                0.90965,                0.45094,                0.30252,                0.88054,              0.0011288,              0.0011288,              0.0011288
                    134,                0.46885,                0.30656,                0.89108,                0.98956,                0.96691,                0.98725,                0.90553,                0.44475,                0.31822,                0.88735,              0.0011222,              0.0011222,              0.0011222
                    135,                0.45095,                0.30483,                0.89713,                0.98914,                0.96939,                0.98441,                0.90125,                0.46693,                0.34132,                0.89383,              0.0011156,              0.0011156,              0.0011156
                    136,                0.44129,                0.30695,                0.88305,                0.98828,                0.97959,                 0.9806,                0.89726,                0.46985,                0.33631,                0.89685,               0.001109,               0.001109,               0.001109
                    137,                0.44138,                0.31531,                0.88513,                0.98913,                0.97959,                0.99143,                 0.9034,                0.46433,                0.31037,                0.89313,              0.0011024,              0.0011024,              0.0011024
                    138,                0.43393,                0.31219,                0.87343,                0.98956,                0.96708,                0.99213,                0.91084,                0.44681,                0.29898,                 0.8782,              0.0010958,              0.0010958,              0.0010958
                    139,                0.46091,                 0.3273,                0.89397,                 0.9856,                 0.9898,                0.99165,                0.90824,                0.44973,                0.29841,                0.88504,              0.0010892,              0.0010892,              0.0010892
                    140,                0.45183,                0.32678,                0.90047,                0.97977,                0.98822,                0.98994,                0.89342,                0.48888,                0.30214,                0.88963,              0.0010826,              0.0010826,              0.0010826
                    141,                 0.4366,                0.29948,                0.88917,                0.98838,                0.97959,                0.99193,                0.89714,                0.45877,                 0.3035,                0.87986,               0.001076,               0.001076,               0.001076
                    142,                0.44173,                0.30078,                0.86768,                0.98917,                0.97959,                0.99298,                0.91738,                0.44905,                0.26391,                0.88289,              0.0010694,              0.0010694,              0.0010694
                    143,                0.43687,                0.30063,                0.88905,                0.98746,                0.97959,                0.99298,                0.91744,                0.43838,                0.27004,                0.88154,              0.0010628,              0.0010628,              0.0010628
                    144,                0.45547,                0.30149,                0.90189,                0.97834,                0.97959,                0.98893,                0.90381,                0.43784,                0.28032,                 0.8734,              0.0010562,              0.0010562,              0.0010562
                    145,                0.42853,                0.29447,                0.87613,                0.97695,                0.96939,                0.99157,                0.91019,                0.45511,                0.28805,                0.88308,              0.0010496,              0.0010496,              0.0010496
                    146,                0.41271,                0.29379,                0.86992,                0.97076,                0.97959,                0.99016,                0.90721,                0.44397,                0.30159,                0.88223,               0.001043,               0.001043,               0.001043
                    147,                0.43979,                0.30909,                0.88373,                0.97865,                0.95918,                 0.9879,                0.91282,                0.43837,                0.30337,                 0.8735,              0.0010364,              0.0010364,              0.0010364
                    148,                0.43911,                 0.3002,                0.89117,                0.96958,                0.97582,                0.99042,                0.91817,                0.45359,                0.30313,                0.87896,              0.0010298,              0.0010298,              0.0010298
                    149,                0.43201,                0.28827,                0.88327,                0.96996,                 0.9883,                0.99401,                0.90873,                0.45051,                0.26627,                0.88673,              0.0010232,              0.0010232,              0.0010232
                    150,                0.44266,                0.30073,                0.88649,                0.98743,                0.97959,                0.99381,                0.91159,                0.46653,                0.27447,                0.89697,              0.0010166,              0.0010166,              0.0010166
                    151,                0.45485,                0.29875,                0.87531,                0.96075,                0.99903,                  0.994,                0.90392,                0.44579,                0.27453,                0.88831,                0.00101,                0.00101,                0.00101
                    152,                0.42511,                0.29707,                0.88409,                0.99019,                0.96939,                 0.9924,                0.91446,                0.43413,                0.28638,                0.88291,              0.0010034,              0.0010034,              0.0010034
                    153,                0.42679,                0.29483,                0.87325,                0.98682,                0.96939,                0.98844,                0.91893,                0.44534,                0.30714,                0.87503,              0.0009968,              0.0009968,              0.0009968
                    154,                0.42943,                0.30248,                0.88305,                0.98958,                0.96918,                0.98838,                 0.9204,                0.43605,                0.30877,                0.88157,              0.0009902,              0.0009902,              0.0009902
                    155,                0.40806,                0.28146,                0.86618,                0.98801,                0.96939,                0.98929,                0.91283,                0.44748,                0.29776,                0.88356,              0.0009836,              0.0009836,              0.0009836
                    156,                0.41501,                0.28649,                 0.8818,                0.98957,                0.96821,                0.98878,                0.91411,                0.42748,                0.30837,                0.87221,               0.000977,               0.000977,               0.000977
                    157,                0.40777,                0.29962,                0.87592,                0.98756,                0.97959,                0.98664,                0.91642,                0.42172,                0.30352,                0.87043,              0.0009704,              0.0009704,              0.0009704
                    158,                0.41679,                0.28358,                0.88619,                0.98814,                0.97959,                0.98904,                0.92021,                0.43039,                0.29406,                0.87072,              0.0009638,              0.0009638,              0.0009638
                    159,                0.44071,                0.30321,                0.87973,                      1,                0.96482,                0.98778,                0.91178,                0.42934,                0.30232,                0.87473,              0.0009572,              0.0009572,              0.0009572
                    160,                0.42679,                0.28514,                0.86927,                0.98321,                0.96939,                0.98867,                0.90753,                0.43595,                 0.2897,                0.88044,              0.0009506,              0.0009506,              0.0009506
